id,species,n.counted,n.measured,n.total
161824,2,286,205,491
161988,2,0,20,20
161984,2,873,175,1048
162102,2,0,185,185
162096,2,0,263,263
162098,2,0,9,9
162094,2,5,272,277
162022,2,2663,175,2838
162024,2,4083,83,4166
162020,2,773,141,914
161704,2,0,278,278
161706,2,0,1,1
161710,2,86,177,263
162449,2,0,152,152
162451,2,0,5,5
162443,2,188,237,425
161826,2,0,116,116
161828,2,0,49,49
161820,2,1,338,339
161822,2,1054,187,1241
162090,2,0,297,297
162092,2,0,139,139
161980,2,0,3,3
161982,2,928,191,1119
161976,2,62,183,245
161978,2,0,181,181
161712,2,316,247,563
161714,2,61,129,190
161716,2,89,209,298
162016,2,684,137,821
162018,2,317,249,566
162014,2,192,187,379
162439,2,265,237,502
161646,2,0,10,10
161648,2,0,1,1
161650,2,607,252,859
161814,2,92,224,316
161816,2,0,5,5
161810,2,0,249,249
161972,2,0,131,131
161974,2,0,4,4
161968,2,0,132,132
162086,2,0,96,96
162088,2,0,32,32
162082,2,0,19,19
162084,2,0,258,258
162010,2,2429,195,2624
162012,2,74,256,330
161718,2,242,264,506
161728,2,0,83,83
161730,2,0,45,45
161724,2,0,125,125
161812,2,411,279,690
161806,2,19,279,298
161808,2,181,221,402
161652,2,0,42,42
161654,2,0,65,65
161656,2,0,27,27
161658,2,0,179,179
161660,2,0,43,43
162078,2,0,37,37
162080,2,0,18,18
162074,2,0,1,1
161918,2,0,6,6
161912,2,252,232,484
161914,2,3,241,244
161958,2,0,1,1
161726,2,0,117,117
161720,2,146,171,317
161722,2,0,29,29
162433,2,0,55,55
162427,2,49,112,161
162429,2,0,93,93
162527,2,118,254,372
162521,2,0,4,4
162523,2,0,3,3
161662,2,0,37,37
161668,2,188,282,470
161800,2,0,252,252
161802,2,0,38,38
161796,2,180,238,418
161960,2,0,131,131
161954,2,0,4,4
161956,2,101,201,302
162076,2,0,13,13
162072,2,0,62,62
162423,2,918,201,1119
162425,2,228,159,387
162421,2,1820,205,2025
162417,2,0,23,23
162419,2,7,86,93
162158,2,0,111,111
162154,2,0,28,28
162156,2,0,65,65
162525,2,198,196,394
162517,2,0,1,1
161952,2,0,20,20
161948,2,1117,126,1243
161950,2,20,221,241
161798,2,756,286,1042
161790,2,0,19,19
161792,2,0,269,269
161794,2,0,8,8
161786,2,0,37,37
161349,2,436,265,701
161351,2,1571,287,1858
162068,2,0,114,114
162070,2,0,44,44
162066,2,0,183,183
161970,2,0,230,230
161962,2,0,111,111
161964,2,0,5,5
161966,2,0,45,45
162152,2,0,2,2
162148,2,0,38,38
162413,2,2158,227,2385
162415,2,2084,176,2260
162405,2,505,144,649
162407,2,98,214,312
161946,2,190,187,377
162515,2,0,4,4
162509,2,0,2,2
162503,2,0,8,8
161353,2,686,165,851
161788,2,55,207,262
161784,2,0,4,4
162182,2,477,145,622
162178,2,0,297,297
162180,2,113,126,239
162064,2,0,242,242
162062,2,81,246,327
162058,2,0,173,173
162401,2,0,6,6
162403,2,1635,204,1839
162150,2,0,45,45
162144,2,0,7,7
162146,2,0,21,21
162140,2,0,16,16
162505,2,0,71,71
162507,2,0,2,2
162499,2,350,165,515
161942,2,0,90,90
161940,2,0,18,18
161934,2,0,11,11
161778,2,0,48,48
161772,2,0,52,52
161774,2,0,65,65
161776,2,0,34,34
162060,2,0,90,90
162056,2,315,249,564
162052,2,1165,149,1314
162176,2,0,137,137
162172,2,0,3,3
162142,2,0,51,51
162136,2,0,5,5
162138,2,969,250,1219
162397,2,0,109,109
162399,2,180,259,439
161932,2,7,169,176
162501,2,0,81,81
162495,2,137,212,349
162497,2,1241,144,1385
162491,2,671,189,860
161770,2,0,103,103
161764,2,0,1,1
162174,2,210,161,371
162168,2,20,61,81
162170,2,0,2,2
162054,2,648,93,741
162048,2,130,99,229
162050,2,862,59,921
162473,2,0,4,4
162130,2,0,2,2
162128,2,0,1,1
162493,2,194,214,408
162487,2,0,5,5
162166,2,0,110,110
161766,2,0,1,1
161754,2,0,46,46
162046,2,74,152,226
162042,2,0,21,21
161926,2,0,10,10
161928,2,736,190,926
161922,2,0,18,18
161924,2,2476,287,2763
162124,2,0,57,57
162126,2,0,1,1
162465,2,220,269,489
162461,2,12568,188,12756
162463,2,0,103,103
162457,2,0,26,26
162160,2,0,3,3
162162,2,0,65,65
162477,2,0,29,29
162479,2,0,17,17
162481,2,0,13,13
161746,2,0,7,7
162552,2,0,76,76
162648,2,0,37,37
162644,2,0,161,161
162818,2,0,227,227
162738,2,0,65,65
162782,2,0,473,473
162784,2,0,53,53
162776,2,0,21,21
162778,2,0,20,20
162770,2,0,3,3
162772,2,0,47,47
162766,2,0,209,209
162768,2,0,4,4
162718,2,0,8,8
162720,2,0,6,6
162646,2,0,63,63
162640,2,115,284,399
162361,2,733,131,864
162363,2,0,2,2
162357,2,984,206,1190
162359,2,1843,159,2002
162353,2,0,166,166
162710,2,0,161,161
162355,2,2398,189,2587
162349,2,0,90,90
162642,2,89,190,279
162634,2,0,233,233
162636,2,100,181,281
162638,2,0,234,234
162630,2,0,67,67
162712,2,0,72,72
162708,2,67,78,145
162706,2,0,38,38
162702,2,0,247,247
162632,2,0,30,30
162624,2,0,268,268
162626,2,0,60,60
162351,2,0,55,55
162345,2,1189,205,1394
162347,2,178,178,356
162704,2,0,1,1
162698,2,0,98,98
162700,2,0,95,95
162622,2,340,342,682
162618,2,0,92,92
162620,2,0,175,175
162692,2,204,172,376
162694,2,0,42,42
162612,2,90,241,331
162614,2,0,72,72
162608,2,0,4,4
162684,2,0,9,9
162686,2,0,15,15
162297,2,0,63,63
162610,2,0,70,70
162604,2,0,22,22
162606,2,0,3,3
162598,2,0,46,46
162600,2,0,27,27
162680,2,0,84,84
162682,2,0,203,203
162678,2,0,56,56
162602,2,0,6,6
162594,2,0,89,89
162596,2,0,184,184
162674,2,82,195,277
162676,2,0,237,237
162670,2,0,185,185
162806,2,0,2,2
162808,2,0,161,161
162800,2,98,190,288
162802,2,0,47,47
162762,2,0,42,42
162764,2,0,103,103
162758,2,0,54,54
162760,2,0,127,127
162804,2,0,175,175
162798,2,137,256,393
162672,2,0,279,279
162754,2,0,12,12
162756,2,0,175,175
162792,2,0,3,3
162786,2,0,294,294
162750,2,0,13,13
162788,2,0,57,57
162780,2,0,12,12
204133,2,540,125,665
204135,2,0,118,118
204137,2,0,114,114
204139,2,0,8,8
204267,2,0,199,199
204562,2,0,1,1
204269,2,0,174,174
204271,2,0,122,122
204273,2,0,50,50
204275,2,0,16,16
204141,2,37,180,217
204143,2,880,201,1081
204145,2,2700,248,2948
204147,2,980,125,1105
204149,2,1584,135,1719
204151,2,2835,228,3063
204516,2,0,50,50
204524,2,0,3,3
204526,2,0,2,2
204528,2,0,10,10
204556,2,0,17,17
204558,2,0,1,1
204564,2,0,186,186
204566,2,1,360,361
204568,2,27,262,289
204530,2,0,17,17
204538,2,481,375,856
204540,2,0,201,201
204542,2,0,224,224
204211,2,0,39,39
204544,2,0,9,9
204554,2,0,72,72
180539,2,0,218,218
180463,2,402,242,644
181422,2,704,140,844
203380,2,0,64,64
203382,2,0,40,40
203073,2,0,35,35
203075,2,88,234,322
203077,2,0,3,3
203400,2,532,244,776
203402,2,0,93,93
203404,2,54,371,425
203443,2,0,156,156
203445,2,0,251,251
203611,2,0,84,84
203043,2,840,9,849
203045,2,0,227,227
203047,2,0,177,177
203049,2,0,74,74
203051,2,946,184,1130
203053,2,174,188,362
203384,2,211,219,430
203386,2,1267,198,1465
203167,2,58,179,237
203169,2,0,156,156
203171,2,0,246,246
203173,2,335,217,552
203613,2,82,142,224
203621,2,359,240,599
203577,2,0,139,139
203447,2,0,139,139
203449,2,0,34,34
203665,2,468,245,713
203591,2,0,13,13
203593,2,0,2,2
203597,2,0,101,101
203473,2,0,7,7
203475,2,0,371,371
203477,2,0,204,204
203459,2,0,313,313
203461,2,0,199,199
203463,2,0,95,95
203465,2,0,224,224
203667,2,151,326,477
203669,2,191,242,433
203671,2,0,71,71
203673,2,0,194,194
203555,2,0,51,51
203607,2,140,367,507
203609,2,0,268,268
203479,2,0,220,220
203489,2,0,19,19
203491,2,0,116,116
203262,2,0,28,28
203264,2,273,243,516
203258,2,0,216,216
203266,2,353,191,544
203495,2,741,123,864
203415,2,24,81,105
203417,2,0,20,20
203278,2,64,186,250
203368,2,0,2,2
203376,2,0,1,1
203425,2,0,11,11
203268,2,0,172,172
203270,2,0,7,7
203272,2,0,12,12
203274,2,425,224,649
203276,2,0,283,283
203493,2,0,6,6
203388,2,40,202,242
203390,2,0,241,241
203392,2,0,64,64
203394,2,220,240,460
203334,2,0,102,102
203336,2,0,479,479
203055,2,1103,274,1377
203057,2,0,78,78
203059,2,0,218,218
203041,2,1073,225,1298
203111,2,102,196,298
203113,2,0,77,77
203115,2,141,190,331
203117,2,0,19,19
203338,2,871,247,1118
203340,2,981,267,1248
203342,2,0,177,177
203344,2,0,59,59
203346,2,0,11,11
203348,2,0,3,3
203350,2,300,289,589
203079,2,0,6,6
203081,2,0,80,80
203083,2,0,2,2
203087,2,157,241,398
203089,2,0,8,8
203121,2,0,130,130
203123,2,77,168,245
203125,2,0,220,220
203127,2,0,2,2
203326,2,0,3,3
203328,2,0,19,19
203330,2,0,1,1
203061,2,0,166,166
203063,2,437,274,711
203065,2,0,137,137
203067,2,0,260,260
203332,2,0,66,66
203260,2,0,58,58
203151,2,0,81,81
203155,2,166,168,334
203157,2,751,168,919
203069,2,0,184,184
203071,2,229,127,356
203505,2,0,237,237
203507,2,0,163,163
203509,2,1,312,313
203511,2,0,364,364
203131,2,0,1,1
203133,2,0,1,1
203352,2,158,220,378
203354,2,0,14,14
203356,2,0,132,132
203358,2,189,229,418
203360,2,0,62,62
203623,2,0,272,272
203306,2,0,22,22
203310,2,0,3,3
203362,2,96,149,245
203364,2,0,53,53
203366,2,0,5,5
203312,2,0,2,2
203314,2,0,3,3
203625,2,0,114,114
203627,2,0,162,162
203629,2,0,101,101
203093,2,0,33,33
203095,2,0,23,23
203280,2,88,216,304
203282,2,267,254,521
203284,2,14,172,186
203286,2,0,22,22
203288,2,0,357,357
203290,2,0,55,55
203292,2,0,373,373
203097,2,0,73,73
203099,2,0,1,1
203431,2,266,198,464
203101,2,89,113,202
203103,2,273,245,518
203105,2,0,9,9
203109,2,0,37,37
203159,2,0,19,19
203396,2,928,233,1161
203398,2,287,272,559
203655,2,0,20,20
203653,2,0,8,8
203659,2,0,132,132
203663,2,1021,343,1364
203435,2,54,210,264
203427,2,165,224,389
203413,2,0,273,273
203429,2,0,46,46
203863,2,4062,327,4389
203865,2,2056,290,2346
203867,2,566,280,846
203869,2,0,4,4
204377,2,0,57,57
204379,2,0,1,1
204385,2,0,27,27
204387,2,0,136,136
204241,2,525,214,739
204243,2,711,190,901
204443,2,0,279,279
204445,2,0,283,283
204451,2,0,401,401
204343,2,628,121,749
204347,2,3050,214,3264
204349,2,0,3,3
204351,2,1080,126,1206
203871,2,427,188,615
203954,2,0,103,103
203956,2,0,114,114
203958,2,0,13,13
203988,2,0,127,127
203990,2,0,88,88
204389,2,0,242,242
204187,2,0,77,77
204189,2,372,210,582
204191,2,1080,250,1330
204193,2,2,136,138
204195,2,0,55,55
204514,2,0,94,94
204512,2,0,147,147
204301,2,0,9,9
204321,2,1750,255,2005
204323,2,1293,238,1531
204325,2,790,243,1033
204632,2,2611,190,2801
204634,2,0,17,17
204606,2,0,42,42
204608,2,781,124,905
204610,2,932,103,1035
204612,2,0,134,134
204614,2,0,45,45
204327,2,11610,255,11865
204329,2,1483,212,1695
204331,2,4139,244,4383
204295,2,0,151,151
204297,2,0,109,109
204299,2,0,100,100
204580,2,5,243,248
204582,2,0,80,80
204303,2,0,136,136
204305,2,0,129,129
204307,2,0,20,20
204281,2,0,104,104
204283,2,0,73,73
204616,2,0,1,1
204592,2,0,91,91
204594,2,380,258,638
204285,2,0,28,28
204287,2,0,16,16
204293,2,0,8,8
204093,2,80,160,240
204097,2,0,214,214
204596,2,495,179,674
204578,2,0,107,107
204099,2,240,284,524
204101,2,22,234,256
204103,2,582,248,830
204105,2,0,186,186
204107,2,0,170,170
204109,2,0,214,214
204111,2,462,251,713
204309,2,0,1,1
204311,2,0,101,101
204313,2,94,251,345
204315,2,426,253,679
204317,2,940,191,1131
204319,2,812,176,988
204113,2,312,267,579
204115,2,0,110,110
204117,2,212,280,492
204119,2,320,245,565
204121,2,2222,236,2458
204123,2,7081,215,7296
204255,2,0,144,144
204257,2,0,79,79
204259,2,0,38,38
204261,2,397,157,554
204263,2,36,224,260
204265,2,0,92,92
204127,2,0,77,77
204129,2,319,234,553
204131,2,76,71,147
203992,2,0,156,156
203841,2,0,6,6
203845,2,134,175,309
203847,2,736,176,912
203849,2,0,3,3
203851,2,414,228,642
204197,2,0,52,52
204391,2,216,345,561
204367,2,245,261,506
203938,2,71,192,263
203940,2,0,91,91
203942,2,0,60,60
203960,2,394,186,580
203294,2,0,34,34
203853,2,79,221,300
203994,2,0,5,5
203996,2,0,7,7
203998,2,0,73,73
204000,2,0,1,1
204046,2,125,205,330
204373,2,0,203,203
204199,2,0,62,62
204201,2,67,184,251
204203,2,24,220,244
204205,2,139,176,315
203962,2,0,3,3
204457,2,0,1,1
204461,2,0,1,1
204463,2,0,293,293
204030,2,1016,276,1292
204032,2,1410,203,1613
204034,2,1896,196,2092
204036,2,318,194,512
204038,2,195,203,398
204040,2,2725,226,2951
204048,2,95,186,281
204050,2,45,244,289
203825,2,1159,225,1384
203827,2,362,233,595
203829,2,754,207,961
203831,2,433,251,684
204207,2,46,128,174
204213,2,276,219,495
204375,2,0,93,93
204393,2,184,361,545
204465,2,1360,327,1687
204467,2,0,3,3
204042,2,996,186,1182
203833,2,295,249,544
203835,2,732,274,1006
203837,2,0,148,148
203579,2,0,8,8
204245,2,414,247,661
204247,2,987,180,1167
203972,2,0,6,6
204044,2,274,199,473
204002,2,463,200,663
204004,2,0,112,112
204006,2,0,184,184
203589,2,45,243,288
203561,2,0,172,172
203839,2,0,22,22
203813,2,360,231,591
203815,2,81,330,411
204249,2,0,211,211
204251,2,0,159,159
204253,2,0,85,85
204403,2,0,67,67
204405,2,0,73,73
204008,2,0,226,226
204010,2,266,243,509
203809,2,739,256,995
203811,2,1626,307,1933
203817,2,143,288,431
203819,2,371,106,477
203821,2,741,256,997
203823,2,981,277,1258
203563,2,372,230,602
203565,2,0,311,311
204407,2,0,11,11
204409,2,0,51,51
204215,2,1785,191,1976
204062,2,99,208,307
204064,2,0,194,194
204153,2,1747,161,1908
203888,2,1137,256,1393
203890,2,0,24,24
204012,2,0,116,116
204014,2,816,280,1096
204016,2,491,284,775
203567,2,0,234,234
203569,2,0,272,272
203575,2,0,260,260
203904,2,0,246,246
203906,2,1223,291,1514
204217,2,4152,232,4384
204219,2,575,191,766
204221,2,490,207,697
204223,2,155,201,356
204353,2,1320,178,1498
204155,2,0,54,54
204157,2,0,45,45
204159,2,57,164,221
204161,2,300,185,485
204163,2,0,11,11
204018,2,423,112,535
204020,2,889,193,1082
204022,2,463,269,732
203892,2,0,1,1
203896,2,203,204,407
203908,2,1222,288,1510
203910,2,943,252,1195
204425,2,182,270,452
204429,2,0,307,307
204279,2,0,123,123
204169,2,566,262,828
204171,2,2818,270,3088
204173,2,1259,210,1469
204175,2,4700,224,4924
203898,2,666,239,905
203900,2,0,82,82
203873,2,154,250,404
203875,2,584,241,825
204024,2,0,101,101
204026,2,127,200,327
204028,2,652,226,878
203912,2,0,177,177
204355,2,450,74,524
204357,2,0,6,6
204359,2,84,258,342
204361,2,2777,267,3044
204363,2,0,27,27
204225,2,0,196,196
204177,2,728,248,976
204165,2,0,50,50
204167,2,0,1,1
204495,2,5055,157,5212
203944,2,669,240,909
203946,2,0,101,101
203948,2,1045,184,1229
203950,2,0,182,182
203952,2,0,213,213
203877,2,933,203,1136
203914,2,3272,248,3520
203916,2,803,316,1119
203918,2,243,264,507
203902,2,1325,365,1690
203920,2,246,244,490
203922,2,0,197,197
203924,2,0,239,239
204431,2,289,271,560
204437,2,0,93,93
204439,2,0,173,173
204179,2,347,279,626
204181,2,480,224,704
204333,2,1746,183,1929
204335,2,642,151,793
204337,2,0,136,136
203879,2,109,277,386
203881,2,2702,351,3053
203883,2,0,49,49
203885,2,5940,308,6248
203855,2,0,12,12
204052,2,0,116,116
204487,2,0,11,11
204489,2,0,8,8
204183,2,28,164,192
204185,2,48,187,235
204441,2,0,239,239
204227,2,4800,124,4924
204229,2,5700,148,5848
204231,2,0,96,96
204237,2,3312,250,3562
204239,2,17231,306,17537
204339,2,0,51,51
204341,2,3030,287,3317
204622,2,0,1,1
204054,2,0,155,155
204056,2,14,148,162
204058,2,75,243,318
204060,2,384,200,584
203934,2,254,241,495
203936,2,554,157,711
255468,2,235,122,357
255469,2,421,234,655
255470,2,163,182,345
255471,2,354,82,436
229987,2,0,217,217
253810,2,1541,234,1775
253811,2,0,309,309
253812,2,14,212,226
253813,2,299,228,527
253814,2,436,197,633
253815,2,539,222,761
253816,2,0,3,3
254105,2,778,428,1206
254107,2,306,212,518
254108,2,0,150,150
254109,2,2676,159,2835
254018,2,0,116,116
254019,2,298,222,520
254020,2,1539,202,1741
254021,2,511,129,640
254290,2,0,1,1
254292,2,0,3,3
254293,2,0,11,11
254164,2,0,72,72
254165,2,0,1,1
254166,2,0,23,23
253818,2,0,41,41
254022,2,0,330,330
254023,2,330,259,589
254024,2,885,340,1225
254025,2,0,97,97
254110,2,0,44,44
254167,2,0,31,31
254168,2,0,92,92
254169,2,0,48,48
254170,2,180,210,390
254301,2,0,1,1
254171,2,382,233,615
254172,2,0,46,46
254173,2,57,209,266
254174,2,1042,221,1263
254175,2,0,75,75
254176,2,0,31,31
254304,2,0,2,2
254305,2,0,1,1
254177,2,0,58,58
254178,2,4,212,216
254179,2,0,128,128
254180,2,0,97,97
254181,2,0,201,201
254182,2,460,293,753
254312,2,387,184,571
254313,2,588,129,717
254314,2,668,214,882
254315,2,279,231,510
254316,2,635,198,833
254317,2,144,198,342
254318,2,203,232,435
254319,2,151,155,306
254183,2,0,56,56
254184,2,250,481,731
254186,2,842,236,1078
254187,2,5330,168,5498
254188,2,2318,86,2404
254242,2,409,190,599
254127,2,0,122,122
254129,2,0,22,22
254130,2,0,137,137
254243,2,67,134,201
254244,2,1065,209,1274
254245,2,107,232,339
254246,2,129,167,296
254247,2,127,218,345
254248,2,671,167,838
254249,2,3068,241,3309
254250,2,743,291,1034
254251,2,2904,208,3112
254132,2,110,205,315
254133,2,0,102,102
254135,2,690,87,777
254136,2,1330,210,1540
254138,2,320,201,521
254252,2,826,206,1032
254253,2,0,217,217
254254,2,2313,215,2528
254255,2,202,221,423
254256,2,94,235,329
254257,2,167,219,386
254258,2,241,240,481
254259,2,986,168,1154
254139,2,537,174,711
254140,2,110,218,328
254141,2,187,169,356
254142,2,0,211,211
253819,2,155,203,358
253820,2,100,193,293
253821,2,309,193,502
253824,2,0,22,22
254112,2,3320,407,3727
254114,2,940,267,1207
254115,2,8730,268,8998
254116,2,6720,208,6928
254027,2,0,28,28
254029,2,0,65,65
254030,2,1076,165,1241
254031,2,321,370,691
254033,2,1464,286,1750
254035,2,0,12,12
254117,2,4550,146,4696
253842,2,2879,226,3105
253843,2,1886,402,2288
253845,2,5964,325,6289
253846,2,729,243,972
253847,2,0,214,214
253848,2,0,1,1
254066,2,0,2,2
254067,2,0,37,37
254068,2,0,44,44
254069,2,0,46,46
254070,2,0,11,11
254118,2,5340,178,5518
254119,2,2182,189,2371
254120,2,980,216,1196
254121,2,0,34,34
254122,2,0,143,143
254123,2,0,47,47
254036,2,0,352,352
253849,2,0,23,23
254071,2,0,5,5
254072,2,0,46,46
253840,2,3132,249,3381
254038,2,0,254,254
254040,2,0,187,187
254041,2,0,69,69
254043,2,1096,470,1566
253850,2,212,375,587
253851,2,0,33,33
253852,2,0,25,25
253853,2,719,382,1101
253854,2,0,725,725
253855,2,0,194,194
253806,2,480,218,698
253807,2,575,224,799
254077,2,0,51,51
254078,2,0,337,337
254079,2,0,407,407
254080,2,0,89,89
254045,2,1636,432,2068
253856,2,870,445,1315
253857,2,3045,459,3504
254082,2,0,268,268
253822,2,176,263,439
253823,2,986,193,1179
254124,2,1960,225,2185
254125,2,800,231,1031
254047,2,1369,468,1837
254048,2,0,1459,1459
254049,2,0,221,221
253858,2,0,168,168
253859,2,0,380,380
254126,2,0,166,166
253993,2,2872,572,3444
253995,2,1916,285,2201
253997,2,0,139,139
253999,2,2604,207,2811
254050,2,136,212,348
254051,2,0,136,136
254052,2,0,99,99
254000,2,1775,245,2020
254001,2,512,557,1069
254003,2,94,289,383
254004,2,0,250,250
254006,2,3,481,484
254053,2,0,118,118
254054,2,31,212,243
254055,2,585,209,794
254056,2,0,187,187
254057,2,0,247,247
254008,2,0,239,239
254083,2,0,154,154
254084,2,0,373,373
254097,2,0,92,92
254098,2,1094,305,1399
253830,2,0,58,58
254058,2,0,179,179
254059,2,0,152,152
254060,2,0,263,263
254061,2,0,14,14
254062,2,0,157,157
254099,2,0,404,404
254101,2,120,247,367
254010,2,0,75,75
254011,2,0,884,884
254013,2,0,572,572
254064,2,0,3,3
254157,2,0,56,56
254158,2,0,46,46
254160,2,0,2,2
253802,2,434,290,724
253803,2,1680,208,1888
253804,2,1253,274,1527
253805,2,534,253,787
254015,2,0,622,622
254016,2,0,1705,1705
254017,2,1500,205,1705
254102,2,383,241,624
254103,2,1052,420,1472
254161,2,0,12,12
254162,2,0,9,9
254163,2,0,21,21
254284,2,1,8,9
253808,2,0,86,86
253809,2,0,139,139
228927,2,300,193,493
228929,2,490,334,824
228931,2,145,219,364
228933,2,2582,164,2746
228935,2,324,195,519
228937,2,1188,294,1482
228882,2,4630,145,4775
228749,2,1075,126,1201
228751,2,610,184,794
228753,2,1670,165,1835
228755,2,920,175,1095
228759,2,1382,244,1626
228761,2,4698,302,5000
228763,2,367,273,640
228866,2,863,126,989
228868,2,85,112,197
228870,2,1966,125,2091
228872,2,3579,126,3705
228874,2,5466,120,5586
228876,2,644,159,803
228878,2,780,231,1011
228917,2,0,4,4
228884,2,3229,106,3335
228886,2,1995,120,2115
228888,2,1113,201,1314
228890,2,225,250,475
228892,2,0,55,55
228894,2,536,271,807
228939,2,1311,171,1482
228941,2,393,244,637
228943,2,9367,339,9706
228814,2,190,226,416
228816,2,501,184,685
228818,2,258,237,495
228820,2,254,225,479
228880,2,797,172,969
228901,2,0,75,75
228903,2,42,186,228
228919,2,0,47,47
228921,2,384,247,631
228923,2,0,171,171
228697,2,890,206,1096
228711,2,329,165,494
228715,2,0,34,34
228757,2,0,76,76
228737,2,297,211,508
228925,2,808,208,1016
228905,2,265,227,492
228907,2,402,224,626
228909,2,0,15,15
228911,2,0,12,12
254143,2,0,156,156
254144,2,0,10,10
254260,2,106,253,359
228731,2,4956,239,5195
228733,2,5100,266,5366
228856,2,0,1,1
228858,2,0,1,1
229178,2,0,1,1
229182,2,0,55,55
229184,2,0,1,1
229186,2,0,68,68
229531,2,1553,252,1805
229533,2,59,325,384
229535,2,0,5,5
229352,2,5922,124,6046
229354,2,0,118,118
228862,2,0,42,42
228864,2,162,190,352
228735,2,921,242,1163
228741,2,210,124,334
228743,2,117,215,332
229188,2,0,4,4
229190,2,0,5,5
229042,2,23,201,224
229358,2,0,139,139
229362,2,0,22,22
229596,2,4006,95,4101
229491,2,1001,194,1195
229598,2,3201,131,3332
229569,2,237,243,480
229571,2,889,281,1170
229318,2,0,43,43
229320,2,0,39,39
229322,2,1303,84,1387
229326,2,896,58,954
229328,2,155,47,202
229330,2,0,50,50
229332,2,22,25,47
229292,2,0,498,498
229377,2,101,195,296
229379,2,0,281,281
229511,2,417,165,582
229513,2,864,200,1064
229515,2,288,292,580
229517,2,829,248,1077
229519,2,3218,158,3376
229521,2,981,175,1156
229475,2,1118,278,1396
229782,2,185,420,605
229784,2,525,273,798
229786,2,525,264,789
229788,2,444,468,912
229792,2,0,134,134
229794,2,0,130,130
230063,2,605,129,734
230065,2,0,68,68
230067,2,0,7,7
230069,2,0,40,40
230071,2,4323,172,4495
230073,2,468,226,694
230076,2,1298,178,1476
229796,2,0,72,72
229802,2,0,25,25
229804,2,0,9,9
229808,2,0,155,155
229810,2,0,154,154
229814,2,224,238,462
230015,2,0,244,244
230031,2,0,121,121
230033,2,0,106,106
230035,2,0,128,128
230037,2,0,7,7
229816,2,0,91,91
229820,2,0,117,117
229822,2,0,159,159
229824,2,83,259,342
229826,2,359,294,653
229828,2,0,126,126
230005,2,288,293,581
230007,2,1986,228,2214
230009,2,240,169,409
230011,2,2608,288,2896
230017,2,1068,213,1281
229830,2,0,22,22
229838,2,0,9,9
229840,2,0,38,38
228739,2,0,112,112
228767,2,0,168,168
228769,2,107,158,265
228745,2,300,240,540
228747,2,0,19,19
229102,2,164,365,529
229106,2,0,6,6
229044,2,855,225,1080
229046,2,100,196,296
229048,2,0,225,225
229052,2,0,260,260
229575,2,10308,227,10535
229600,2,341,184,525
229579,2,7770,186,7956
229581,2,734,265,999
229583,2,602,270,872
228771,2,25,278,303
228785,2,0,187,187
228800,2,0,95,95
228802,2,506,264,770
228804,2,1389,145,1534
228806,2,106,214,320
229417,2,356,164,520
229419,2,0,213,213
229054,2,78,239,317
229056,2,882,154,1036
229058,2,2705,265,2970
229383,2,1133,396,1529
229395,2,550,537,1087
229433,2,0,99,99
228808,2,0,54,54
228810,2,0,58,58
228671,2,408,291,699
228673,2,38,217,255
228675,2,1028,244,1272
229423,2,0,269,269
229425,2,0,486,486
229427,2,1360,150,1510
229429,2,0,15,15
229062,2,0,96,96
229070,2,1118,192,1310
229072,2,498,225,723
229728,2,0,241,241
229730,2,0,47,47
229734,2,0,216,216
229736,2,0,85,85
229738,2,0,4,4
228677,2,983,259,1242
228679,2,1620,271,1891
228681,2,347,246,593
228812,2,1062,276,1338
228822,2,2840,330,3170
228824,2,160,248,408
229132,2,59,40,99
229134,2,0,2,2
229431,2,0,27,27
229296,2,321,373,694
229300,2,0,112,112
229302,2,117,99,216
229304,2,0,32,32
229342,2,0,10,10
229074,2,0,315,315
229585,2,402,228,630
229588,2,408,204,612
229590,2,491,204,695
229594,2,241,270,511
229602,2,0,226,226
229604,2,1978,289,2267
229606,2,35,259,294
228826,2,540,227,767
228828,2,120,326,446
228830,2,313,278,591
228832,2,0,23,23
228683,2,593,289,882
228685,2,236,261,497
229435,2,0,60,60
229306,2,0,37,37
229312,2,0,25,25
229314,2,0,10,10
229080,2,451,206,657
229082,2,0,376,376
229086,2,0,60,60
229090,2,0,46,46
229092,2,6,468,474
229541,2,1900,139,2039
229543,2,1452,241,1693
229545,2,1749,284,2033
229547,2,2466,375,2841
228687,2,186,253,439
228689,2,2334,265,2599
228691,2,2500,245,2745
228693,2,288,274,562
228765,2,196,233,429
228796,2,261,140,401
228798,2,10,203,213
228897,2,2800,212,3012
228899,2,0,11,11
229136,2,0,117,117
229138,2,119,289,408
229140,2,0,119,119
229142,2,0,122,122
229146,2,875,346,1221
229391,2,884,319,1203
229549,2,3566,284,3850
229770,2,0,176,176
229772,2,0,558,558
229766,2,0,55,55
229704,2,0,477,477
229706,2,0,299,299
228773,2,793,245,1038
228775,2,1966,256,2222
228779,2,383,299,682
228695,2,1068,155,1223
229444,2,822,425,1247
229437,2,0,500,500
229439,2,3260,136,3396
229310,2,0,3,3
229096,2,0,19,19
229708,2,0,324,324
229479,2,1181,234,1415
229481,2,4914,237,5151
229487,2,5408,292,5700
229489,2,6615,151,6766
229493,2,650,200,850
228699,2,1312,231,1543
228701,2,405,150,555
228703,2,353,291,644
228705,2,95,238,333
228707,2,1300,165,1465
228781,2,228,184,412
229324,2,656,165,821
229150,2,193,200,393
229154,2,0,35,35
