id,species,n.counted,n.measured,n.total
73247,2,0,108,108
73248,2,0,33,33
73380,2,0,37,37
73383,2,0,203,203
73385,2,0,187,187
73692,2,510,108,618
73693,2,0,2,2
73694,2,189,106,295
73698,2,940,203,1143
73700,2,1326,173,1499
73701,2,2811,311,3122
48497,2,0,169,169
48496,2,1371,457,1828
48494,2,0,410,410
48492,2,249,193,442
48480,2,0,1,1
47849,2,0,235,235
73438,2,85,130,215
73440,2,0,100,100
73448,2,0,68,68
73386,2,0,8,8
73250,2,0,5,5
73251,2,0,32,32
73252,2,0,105,105
73255,2,0,9,9
73256,2,30,54,84
73257,2,13,26,39
73258,2,12,1,13
73702,2,3050,194,3244
73607,2,1369,273,1642
73609,2,0,12,12
73610,2,0,87,87
73611,2,5200,147,5347
73613,2,232,223,455
73615,2,221,237,458
47848,2,0,154,154
47839,2,0,30,30
48213,2,0,4,4
48211,2,0,12,12
50398,2,0,4,4
50399,2,0,33,33
50406,2,0,4,4
50407,2,0,8,8
50411,2,3890,238,4128
50419,2,0,150,150
50518,2,0,65,65
50526,2,0,75,75
50529,2,0,35,35
50533,2,0,240,240
50539,2,0,62,62
50551,2,0,101,101
50561,2,0,14,14
50568,2,0,143,143
50573,2,0,20,20
50574,2,0,101,101
50582,2,0,97,97
50587,2,0,16,16
50588,2,0,167,167
50590,2,0,187,187
50700,2,0,1,1
50703,2,0,8,8
73302,2,0,27,27
73303,2,0,15,15
73442,2,0,254,254
73443,2,118,262,380
73445,2,0,198,198
73447,2,0,166,166
73450,2,0,125,125
73260,2,0,30,30
73390,2,0,2,2
73397,2,0,3,3
73399,2,0,1,1
73616,2,937,221,1158
73617,2,745,135,880
73703,2,0,182,182
73704,2,3484,183,3667
73705,2,1406,223,1629
73707,2,0,17,17
73708,2,0,66,66
73712,2,314,266,580
48453,2,0,2,2
48433,2,0,238,238
48431,2,0,133,133
73454,2,542,219,761
73455,2,147,138,285
73305,2,438,176,614
73307,2,0,127,127
73309,2,0,1,1
73310,2,0,2,2
73401,2,0,15,15
73651,2,0,89,89
73653,2,0,108,108
73654,2,0,5,5
73655,2,0,83,83
73657,2,347,200,547
73658,2,63,163,226
73659,2,0,74,74
73713,2,0,85,85
73714,2,387,235,622
73619,2,0,64,64
73620,2,0,373,373
73623,2,0,83,83
73624,2,49,210,259
73625,2,0,59,59
73626,2,0,54,54
73505,2,0,19,19
73542,2,230,266,496
73543,2,45,153,198
73545,2,1363,202,1565
73549,2,0,7,7
73551,2,0,123,123
73628,2,0,49,49
73508,2,0,143,143
73515,2,0,35,35
48107,2,159,120,279
48104,2,2335,306,2641
48270,2,0,2,2
48269,2,0,96,96
48262,2,0,211,211
48261,2,0,17,17
48252,2,0,70,70
73506,2,0,5,5
73507,2,0,4,4
73318,2,0,1,1
73320,2,0,31,31
73552,2,515,223,738
73661,2,21,204,225
73662,2,0,185,185
73664,2,2430,105,2535
73666,2,1175,236,1411
73667,2,118,219,337
73668,2,360,207,567
73631,2,0,3,3
73632,2,0,5,5
73634,2,0,20,20
73636,2,0,4,4
73638,2,0,17,17
47828,2,0,20,20
48094,2,536,280,816
48091,2,0,310,310
48085,2,0,8,8
73332,2,0,16,16
73456,2,283,216,499
73457,2,425,247,672
73460,2,0,42,42
73461,2,0,32,32
73462,2,194,135,329
73464,2,0,112,112
73466,2,0,109,109
73669,2,1069,207,1276
73554,2,8,263,271
73555,2,0,42,42
73556,2,1348,283,1631
73557,2,0,205,205
73558,2,2045,275,2320
73559,2,1539,285,1824
73560,2,0,305,305
73561,2,591,195,786
73523,2,153,155,308
73525,2,0,171,171
73526,2,0,221,221
73527,2,0,134,134
48416,2,0,198,198
48391,2,0,39,39
73342,2,0,8,8
73343,2,0,31,31
73344,2,0,6,6
73345,2,0,62,62
73346,2,318,57,375
73348,2,0,39,39
73673,2,1757,214,1971
73674,2,0,85,85
73677,2,190,77,267
73679,2,1943,260,2203
73680,2,2854,217,3071
73529,2,185,155,340
73530,2,0,30,30
73645,2,326,194,520
73647,2,750,270,1020
73648,2,1404,168,1572
48387,2,0,97,97
47967,2,0,19,19
47962,2,0,108,108
73349,2,0,296,296
73350,2,0,296,296
73471,2,0,1,1
73474,2,0,13,13
73475,2,0,12,12
73485,2,138,213,351
73681,2,465,220,685
73682,2,1728,259,1987
73569,2,60,194,254
73650,2,0,5,5
73531,2,0,3,3
73532,2,142,190,332
73533,2,0,334,334
73536,2,0,255,255
47955,2,1684,246,1930
48380,2,0,23,23
48292,2,0,185,185
73352,2,0,52,52
73353,2,0,63,63
73354,2,0,51,51
73355,2,0,36,36
73716,2,796,233,1029
73723,2,0,102,102
73540,2,0,163,163
73541,2,0,155,155
47945,2,0,110,110
47943,2,0,586,586
47939,2,1835,559,2394
47938,2,75,19,94
47934,2,0,100,100
47932,2,0,306,306
47895,2,0,85,85
73226,2,0,167,167
73228,2,0,7,7
73233,2,0,2,2
73585,2,0,17,17
73589,2,0,20,20
73591,2,0,30,30
47893,2,20,81,101
73235,2,0,2,2
73362,2,0,86,86
73365,2,0,54,54
73366,2,0,71,71
73368,2,0,34,34
73369,2,0,2,2
73370,2,0,119,119
73371,2,0,36,36
73592,2,0,13,13
73685,2,0,25,25
73687,2,408,213,621
73689,2,950,42,992
48670,2,0,73,73
48654,2,0,17,17
47865,2,0,16,16
47859,2,0,11,11
73373,2,0,9,9
73237,2,0,2,2
73238,2,0,2,2
73239,2,0,59,59
73241,2,0,12,12
73242,2,0,22,22
73244,2,0,6,6
73597,2,0,175,175
73598,2,0,154,154
73599,2,0,102,102
73600,2,0,99,99
73601,2,0,130,130
73603,2,0,167,167
44578,2,0,8,8
48200,2,0,230,230
48189,2,0,23,23
48185,2,0,50,50
50728,2,0,3,3
50747,2,0,7,7
50748,2,0,111,111
50750,2,0,10,10
50758,2,0,75,75
41571,2,0,36,36
41560,2,0,12,12
41559,2,0,5,5
41325,2,0,56,56
41309,2,745,283,1028
41303,2,0,35,35
41301,2,0,50,50
41292,2,168,292,460
44583,2,0,2,2
44585,2,0,8,8
44608,2,0,12,12
50764,2,0,88,88
44440,2,0,2,2
41220,2,0,1,1
41192,2,0,25,25
41191,2,0,75,75
41174,2,0,187,187
41172,2,342,227,569
41268,2,0,18,18
41257,2,0,17,17
43582,2,0,37,37
43584,2,0,11,11
43586,2,0,32,32
43591,2,0,66,66
43595,2,0,38,38
43606,2,0,87,87
43615,2,0,35,35
43616,2,0,5,5
43617,2,0,3,3
43625,2,0,11,11
43637,2,82,97,179
43643,2,862,204,1066
41055,2,1,97,98
41045,2,1345,253,1598
41024,2,0,100,100
41020,2,1064,182,1246
41019,2,1759,268,2027
41016,2,0,248,248
41015,2,2272,423,2695
41011,2,300,371,671
41007,2,0,41,41
41002,2,274,406,680
41000,2,0,240,240
40986,2,93,409,502
40979,2,0,236,236
43656,2,0,148,148
43661,2,169,157,326
40972,2,0,10,10
40970,2,183,176,359
40936,2,112,66,178
50724,2,25,162,187
44621,2,0,134,134
44625,2,0,223,223
44627,2,0,72,72
48169,2,0,15,15
48158,2,0,28,28
48151,2,0,32,32
48148,2,0,36,36
48146,2,0,129,129
48147,2,0,45,45
48137,2,0,58,58
44466,2,0,2,2
50766,2,0,195,195
50767,2,112,211,323
50771,2,0,297,297
50779,2,0,68,68
41652,2,0,1,1
41649,2,0,2,2
50595,2,0,134,134
50603,2,0,72,72
50616,2,0,28,28
50617,2,0,59,59
50620,2,0,5,5
44628,2,5964,280,6244
44637,2,0,10,10
44638,2,0,175,175
44651,2,0,136,136
44470,2,0,72,72
44489,2,167,209,376
44490,2,0,63,63
44498,2,1202,334,1536
44505,2,0,330,330
50633,2,0,9,9
48119,2,0,1,1
50804,2,0,1,1
50807,2,0,186,186
50819,2,0,14,14
50821,2,0,3,3
50831,2,0,25,25
50833,2,0,59,59
41637,2,0,16,16
41636,2,0,54,54
41631,2,0,37,37
41629,2,0,8,8
41618,2,0,24,24
41579,2,0,136,136
50634,2,0,1,1
50636,2,0,5,5
50651,2,54,96,150
50660,2,0,2,2
44941,2,0,10,10
44959,2,0,12,12
44961,2,0,178,178
44967,2,0,12,12
44968,2,0,5,5
50842,2,0,32,32
50223,2,0,1,1
50236,2,443,142,585
50241,2,0,20,20
50244,2,0,8,8
50248,2,0,73,73
44971,2,0,62,62
44150,2,0,72,72
44157,2,0,41,41
44163,2,1886,211,2097
44164,2,3436,200,3636
44977,2,175,262,437
44985,2,0,10,10
44987,2,0,53,53
44992,2,0,60,60
45015,2,0,61,61
45018,2,1406,212,1618
45034,2,0,20,20
45036,2,0,1,1
47817,2,1672,155,1827
47814,2,0,2427,2427
47805,2,0,49,49
44671,2,0,34,34
44680,2,0,119,119
44684,2,0,3,3
44689,2,0,301,301
44703,2,0,56,56
50268,2,0,18,18
50273,2,2408,126,2534
50276,2,0,43,43
50287,2,1114,355,1469
50290,2,499,222,721
44708,2,0,134,134
44187,2,0,35,35
44201,2,0,7,7
44206,2,0,335,335
50297,2,0,1,1
50298,2,156,180,336
44715,2,0,15,15
44723,2,0,267,267
44731,2,0,62,62
44732,2,0,3,3
50322,2,928,96,1024
50325,2,0,7,7
44749,2,0,7,7
44279,2,0,130,130
44283,2,0,36,36
44359,2,0,3,3
44371,2,784,280,1064
44374,2,0,276,276
44879,2,0,69,69
44881,2,0,31,31
50362,2,156,116,272
50363,2,0,159,159
50364,2,909,274,1183
50367,2,641,360,1001
50373,2,0,117,117
50377,2,0,147,147
50378,2,0,54,54
44929,2,0,16,16
44397,2,0,314,314
44406,2,207,288,495
44408,2,0,4,4
44524,2,0,1,1
44568,2,0,1,1
73548,2,0,9,9
73550,2,0,15,15
73553,2,768,266,1034
44276,2,0,162,162
48277,2,0,70,70
48255,2,0,3,3
47822,2,0,224,224
73596,2,0,13,13
38904,2,360,142,502
44474,2,0,15,15
73604,2,0,214,214
73605,2,250,162,412
73606,2,0,2,2
73608,2,304,224,528
73614,2,303,198,501
44630,2,0,140,140
44665,2,1337,286,1623
44666,2,0,270,270
39588,2,0,6,6
73618,2,0,64,64
73621,2,0,92,92
73622,2,0,29,29
73627,2,0,42,42
39535,2,0,8,8
44713,2,0,16,16
44725,2,0,2,2
44876,2,170,88,258
73630,2,0,18,18
73633,2,0,1,1
73635,2,0,128,128
73640,2,580,147,727
73641,2,205,215,420
73643,2,0,77,77
44952,2,0,11,11
44983,2,0,3,3
44988,2,0,15,15
39320,2,0,9,9
39311,2,0,100,100
39313,2,187,218,405
39225,2,0,112,112
50209,2,0,59,59
50280,2,0,5,5
73646,2,1500,250,1750
73652,2,800,225,1025
39154,2,0,5,5
39072,2,0,3,3
39055,2,0,63,63
73660,2,0,38,38
73663,2,1024,119,1143
35497,2,0,481,481
35501,2,0,129,129
41225,2,0,27,27
41563,2,173,260,433
41556,2,0,13,13
41554,2,0,1,1
73670,2,1225,215,1440
73671,2,1455,261,1716
73672,2,1854,135,1989
73676,2,0,11,11
35718,2,0,75,75
35759,2,0,12,12
35774,2,135,139,274
35781,2,0,116,116
35816,2,0,142,142
73683,2,0,216,216
73684,2,0,47,47
73686,2,0,18,18
50358,2,0,1,1
35873,2,80,244,324
41635,2,0,21,21
41578,2,0,259,259
62809,2,0,47,47
62817,2,1150,291,1441
62820,2,0,71,71
62822,2,0,288,288
63028,2,0,2,2
63029,2,0,1,1
63034,2,0,69,69
63035,2,0,277,277
63036,2,1085,414,1499
50371,2,303,150,453
50385,2,0,180,180
50415,2,0,48,48
50462,2,0,15,15
73690,2,0,29,29
73691,2,1530,160,1690
41458,2,0,169,169
41450,2,576,59,635
41417,2,0,13,13
41415,2,0,17,17
41387,2,0,79,79
41364,2,0,22,22
73205,2,0,76,76
73210,2,0,191,191
73710,2,173,270,443
73711,2,0,221,221
73715,2,479,192,671
50562,2,0,2,2
32042,2,0,256,256
32055,2,0,17,17
32063,2,0,5,5
32065,2,0,5,5
41355,2,0,4,4
41298,2,0,14,14
41287,2,0,68,68
73212,2,0,111,111
73215,2,0,10,10
73220,2,0,151,151
73221,2,0,30,30
73223,2,0,39,39
50584,2,0,86,86
50606,2,0,89,89
50608,2,0,37,37
50629,2,0,130,130
50649,2,0,10,10
50654,2,746,163,909
50684,2,0,21,21
50687,2,0,44,44
50701,2,0,26,26
41226,2,1176,204,1380
36096,2,0,41,41
73232,2,0,1,1
73477,2,0,4,4
73245,2,0,22,22
73249,2,0,69,69
73501,2,0,5,5
73502,2,0,9,9
73504,2,0,3,3
73509,2,0,12,12
48679,2,105,154,259
48668,2,0,281,281
48647,2,0,1,1
73568,2,269,174,443
73522,2,866,117,983
73528,2,146,204,350
73534,2,0,189,189
44161,2,0,274,274
73586,2,0,53,53
48395,2,0,144,144
73538,2,222,170,392
73539,2,0,210,210
73546,2,449,218,667
39335,2,0,211,211
39336,2,0,47,47
39330,2,0,19,19
39331,2,0,20,20
39323,2,0,1,1
39451,2,0,42,42
39449,2,0,64,64
39448,2,0,17,17
39445,2,0,420,420
39443,2,0,202,202
39442,2,0,39,39
39440,2,0,226,226
39441,2,0,470,470
38874,2,302,125,427
38860,2,0,92,92
38853,2,845,193,1038
39315,2,0,4,4
39312,2,0,193,193
39437,2,0,756,756
39438,2,0,37,37
38851,2,0,3,3
39114,2,0,2,2
39115,2,0,6,6
39116,2,0,1,1
39117,2,0,4,4
39107,2,0,9,9
39105,2,0,36,36
39099,2,837,270,1107
39085,2,0,5,5
39087,2,0,236,236
39082,2,359,222,581
39079,2,0,237,237
39076,2,0,15,15
39067,2,0,1,1
39058,2,0,7,7
39056,2,0,6,6
39053,2,0,16,16
39047,2,0,1,1
39020,2,0,13,13
39015,2,0,42,42
39006,2,0,1,1
39009,2,0,23,23
35887,2,0,4,4
35891,2,0,3,3
35898,2,0,234,234
35905,2,0,77,77
35456,2,0,15572,15572
35462,2,0,134,134
35463,2,0,259,259
35467,2,0,44,44
35469,2,0,42,42
41193,2,0,118,118
41185,2,0,249,249
39309,2,0,1,1
39301,2,0,17,17
39274,2,0,129,129
39270,2,0,202,202
39271,2,0,181,181
39431,2,254,256,510
39427,2,3421,155,3576
41178,2,0,154,154
41173,2,0,23,23
41477,2,0,18,18
41473,2,0,28,28
41467,2,0,6,6
41466,2,0,100,100
41463,2,128,173,301
39265,2,0,203,203
39263,2,0,111,111
41456,2,179,264,443
41457,2,0,70,70
39141,2,0,55,55
39139,2,0,70,70
39136,2,0,20,20
39130,2,2,404,406
43657,2,0,77,77
43660,2,0,407,407
39122,2,0,3,3
39119,2,0,20,20
38958,2,0,296,296
43585,2,0,20,20
43588,2,0,139,139
43593,2,0,36,36
39243,2,0,37,37
39244,2,0,43,43
43601,2,0,90,90
39241,2,0,49,49
39238,2,0,211,211
39239,2,0,77,77
39586,2,0,9,9
39578,2,0,36,36
39579,2,0,203,203
39573,2,0,5,5
39570,2,0,106,106
38943,2,1053,351,1404
38944,2,0,116,116
38938,2,0,231,231
38935,2,0,564,564
38932,2,0,503,503
38925,2,542,653,1195
43605,2,0,73,73
43608,2,0,19,19
43618,2,0,5,5
43619,2,0,9,9
39560,2,0,20,20
39561,2,0,49,49
39235,2,0,229,229
39232,2,0,9,9
39228,2,0,75,75
39229,2,0,219,219
39222,2,0,270,270
39223,2,0,163,163
39219,2,0,242,242
43629,2,0,174,174
39553,2,0,5,5
39541,2,0,3,3
39542,2,0,72,72
39534,2,0,300,300
38924,2,205,251,456
38917,2,0,58,58
38919,2,0,6,6
38913,2,0,8,8
38908,2,0,13,13
43633,2,506,423,929
43634,2,514,249,763
43638,2,0,265,265
43644,2,673,401,1074
43648,2,0,15,15
43650,2,0,108,108
39526,2,0,60,60
39527,2,1335,448,1783
39528,2,4928,461,5389
39523,2,0,1,1
39155,2,0,31,31
39153,2,0,44,44
43652,2,0,12,12
43655,2,0,123,123
39367,2,0,5,5
39363,2,0,76,76
39364,2,0,8,8
39350,2,0,18,18
39347,2,0,36,36
39345,2,0,8,8
39516,2,402,354,756
39511,2,0,3,3
39507,2,0,1,1
38901,2,0,2,2
39459,2,117,208,325
39458,2,405,236,641
56411,2,0,144,144
56414,2,0,71,71
56415,2,0,9,9
56416,2,0,2,2
56422,2,0,25,25
56428,2,0,11,11
56431,2,0,13,13
56788,2,578,301,879
56789,2,0,116,116
56793,2,0,4,4
56798,2,0,297,297
56808,2,45,129,174
56526,2,0,11,11
56527,2,0,2,2
56812,2,0,202,202
35472,2,0,7,7
35473,2,0,88,88
35475,2,0,17,17
35942,2,0,141,141
35944,2,0,175,175
35956,2,0,37,37
56531,2,100,160,260
56532,2,0,165,165
56534,2,0,120,120
56537,2,322,116,438
56543,2,0,78,78
56546,2,0,64,64
56548,2,8592,328,8920
56556,2,0,11,11
56937,2,170,174,344
56939,2,0,163,163
56940,2,0,98,98
56949,2,0,60,60
56969,2,0,31,31
56815,2,0,16,16
56642,2,0,3,3
56646,2,0,1,1
56649,2,0,111,111
56650,2,0,195,195
56652,2,0,90,90
56664,2,0,47,47
56571,2,0,75,75
56578,2,0,2,2
56450,2,0,2,2
56466,2,0,1,1
56467,2,0,2,2
56971,2,0,6,6
56837,2,4089,142,4231
56843,2,0,1,1
56847,2,154,77,231
56849,2,0,3252,3252
56853,2,0,43,43
56858,2,1352,305,1657
56863,2,0,3,3
56587,2,0,10,10
56673,2,0,7,7
56678,2,0,63,63
56682,2,0,191,191
56685,2,36,184,220
56690,2,99,130,229
56691,2,0,8,8
56693,2,0,1,1
56599,2,2146,193,2339
56601,2,776,214,990
56608,2,571,343,914
56609,2,0,15,15
56866,2,0,14,14
56488,2,608,250,858
56489,2,0,52,52
56868,2,0,22,22
56874,2,0,67,67
56876,2,0,18,18
56889,2,225,169,394
56891,2,0,53,53
56896,2,0,2,2
56714,2,0,1,1
56618,2,99,128,227
56622,2,1807,381,2188
56635,2,2957,462,3419
56638,2,680,350,1030
56899,2,0,9,9
56505,2,394,325,719
56507,2,0,143,143
56512,2,0,167,167
56520,2,0,178,178
56909,2,0,1,1
56916,2,0,48,48
56917,2,0,216,216
56930,2,0,2,2
56736,2,0,294,294
56739,2,0,308,308
56740,2,0,9,9
56741,2,478,275,753
56744,2,0,112,112
56745,2,0,122,122
56749,2,0,17,17
56753,2,477,249,726
56371,2,0,62,62
56373,2,320,267,587
56754,2,0,73,73
56763,2,0,145,145
56764,2,0,40,40
56768,2,0,40,40
56771,2,0,55,55
56776,2,0,8,8
56781,2,2996,290,3286
56380,2,0,7,7
56383,2,275,266,541
56387,2,1444,485,1929
56388,2,0,321,321
56390,2,0,145,145
56393,2,571,225,796
56401,2,73,163,236
56406,2,270,203,473
56786,2,0,93,93
56408,2,89,157,246
39512,2,0,20,20
39464,2,0,55,55
39462,2,0,42,42
39460,2,0,52,52
35553,2,462,231,693
31869,2,0,35,35
31876,2,0,120,120
38922,2,0,4,4
38914,2,0,7,7
38912,2,0,21,21
39446,2,176,318,494
35938,2,256,164,420
35943,2,0,143,143
35946,2,0,236,236
35951,2,0,56,56
35955,2,0,16,16
35960,2,0,3,3
35963,2,0,7,7
35569,2,2400,241,2641
35573,2,0,445,445
35660,2,0,56,56
35664,2,4,7,11
35668,2,0,1,1
35675,2,0,4,4
31985,2,0,130,130
31995,2,0,279,279
31998,2,0,29,29
32003,2,572,61,633
32637,2,0,11,11
32640,2,200,219,419
32677,2,0,1,1
32681,2,0,8,8
32010,2,0,284,284
32019,2,0,84,84
32028,2,0,123,123
32029,2,0,455,455
32032,2,0,2595,2595
32035,2,207,23,230
32037,2,224,55,279
32039,2,0,2587,2587
32049,2,0,15,15
32688,2,0,23,23
32693,2,0,143,143
32697,2,0,2,2
32702,2,0,94,94
32709,2,667,372,1039
32713,2,0,3,3
32052,2,0,273,273
32054,2,0,15,15
32058,2,0,530,530
32060,2,0,469,469
32062,2,0,55,55
32064,2,0,13,13
32070,2,0,2,2
32079,2,0,115,115
32081,2,0,1242,1242
32084,2,0,563,563
32087,2,396,132,528
32161,2,0,195,195
32167,2,313,257,570
32170,2,0,88,88
32171,2,0,21,21
32192,2,0,6,6
32198,2,0,228,228
32200,2,176,1297,1473
32205,2,0,25,25
32212,2,0,115,115
32224,2,0,83,83
32233,2,0,4,4
32244,2,0,320,320
32248,2,0,111,111
32255,2,0,1390,1390
32256,2,0,33,33
32258,2,0,43,43
39439,2,20,10,30
39422,2,846,419,1265
39368,2,0,99,99
39369,2,1888,191,2079
35971,2,0,170,170
41401,2,110,173,283
41382,2,0,197,197
41372,2,0,52,52
38865,2,0,134,134
39361,2,0,28,28
35988,2,0,434,434
36011,2,0,52,52
36013,2,0,116,116
35724,2,0,1,1
35729,2,0,1,1
39359,2,64,176,240
39344,2,0,51,51
39339,2,0,31,31
39340,2,0,367,367
39321,2,0,24,24
39322,2,0,6,6
39316,2,0,3,3
35771,2,0,166,166
41360,2,0,21,21
41361,2,0,26,26
41337,2,736,444,1180
36020,2,0,34,34
36025,2,0,4,4
36029,2,0,52,52
36056,2,0,6,6
36060,2,0,22,22
35779,2,0,2,2
35784,2,0,46,46
35789,2,0,99,99
35795,2,0,20,20
35818,2,429,249,678
35827,2,0,1,1
35831,2,0,39,39
35839,2,0,18,18
39308,2,102,187,289
39303,2,0,17,17
39266,2,0,158,158
39255,2,0,124,124
35287,2,0,208,208
35434,2,0,87,87
32271,2,0,246,246
32300,2,8,666,674
32366,2,0,110,110
32369,2,0,7,7
39104,2,0,98,98
39106,2,0,61,61
39097,2,0,53,53
39091,2,554,324,878
39092,2,0,169,169
39088,2,0,35,35
39086,2,0,27,27
39083,2,0,133,133
32370,2,0,15,15
39075,2,0,1,1
39069,2,729,214,943
39249,2,0,93,93
39231,2,0,9,9
35441,2,0,29,29
35442,2,0,169,169
35452,2,0,20,20
35455,2,0,78,78
32373,2,0,8,8
32393,2,0,28,28
32406,2,0,1,1
32443,2,0,71,71
39054,2,62,189,251
39048,2,0,29,29
39049,2,0,30,30
39029,2,0,1,1
39026,2,0,29,29
39025,2,0,1,1
39007,2,0,34,34
36073,2,0,7,7
36075,2,0,30,30
36082,2,2182,463,2645
36083,2,0,398,398
36087,2,0,84,84
36100,2,498,209,707
32451,2,0,46,46
39156,2,532,284,816
39152,2,3,259,262
39148,2,0,96,96
39137,2,0,45,45
39129,2,0,228,228
39127,2,0,20,20
35506,2,0,7,7
35507,2,0,15,15
32454,2,0,1701,1701
32458,2,0,7,7
32463,2,0,14,14
32472,2,0,1,1
32485,2,597,320,917
39001,2,1075,225,1300
38997,2,519,181,700
38957,2,0,522,522
38931,2,279,300,579
39587,2,0,1,1
36246,2,857,295,1152
36251,2,0,1,1
36259,2,0,1,1
36261,2,0,41,41
36263,2,0,62,62
36272,2,0,170,170
39584,2,0,1,1
39581,2,0,8,8
39575,2,0,46,46
39577,2,0,7,7
39574,2,0,1,1
39566,2,0,187,187
39562,2,0,28,28
39557,2,0,192,192
39555,2,0,123,123
39550,2,0,219,219
39548,2,0,55,55
39530,2,0,22,22
35856,2,0,19,19
35861,2,0,2,2
35862,2,0,104,104
35870,2,75,305,380
35872,2,1077,355,1432
35876,2,0,103,103
35877,2,0,44,44
35885,2,0,8,8
35888,2,0,1,1
35889,2,0,1,1
35901,2,0,213,213
35904,2,0,125,125
35517,2,0,16,16
35529,2,0,18,18
35549,2,0,201,201
32569,2,0,112,112
32577,2,0,1,1
32586,2,0,1,1
32600,2,0,358,358
32604,2,0,7,7
32624,2,0,2,2
32629,2,0,1,1
62707,2,0,72,72
62710,2,0,23,23
67350,2,0,1,1
67361,2,0,24,24
67092,2,0,2,2
67099,2,0,1,1
67100,2,0,4,4
67366,2,0,66,66
67367,2,0,52,52
67379,2,283,223,506
67383,2,0,10,10
67385,2,0,1,1
67387,2,0,51,51
67388,2,0,4,4
67389,2,0,182,182
67106,2,0,119,119
67110,2,0,69,69
67113,2,0,135,135
67118,2,0,25,25
67119,2,0,3,3
67122,2,0,10,10
67395,2,0,22,22
67397,2,0,12,12
67399,2,0,34,34
67407,2,0,1,1
67414,2,0,40,40
67415,2,0,2,2
67135,2,0,259,259
67136,2,0,94,94
67138,2,0,13,13
67148,2,0,113,113
67149,2,0,200,200
67152,2,0,8,8
67507,2,487,156,643
67508,2,120,111,231
67510,2,316,272,588
67513,2,82,129,211
67519,2,423,147,570
67520,2,126,62,188
67522,2,28,16,44
67526,2,75,219,294
67158,2,0,39,39
67159,2,0,101,101
67160,2,0,36,36
67183,2,0,93,93
67185,2,21,282,303
67424,2,0,2,2
67431,2,0,2,2
67445,2,0,3,3
67200,2,0,87,87
67207,2,0,74,74
67210,2,0,422,422
67217,2,0,1,1
67458,2,0,40,40
67462,2,0,35,35
67469,2,0,14,14
67226,2,0,1,1
63043,2,496,153,649
63046,2,0,14,14
62831,2,0,145,145
62841,2,0,239,239
63054,2,321,286,607
63055,2,0,207,207
63059,2,121,82,203
63060,2,867,218,1085
63062,2,699,171,870
63064,2,0,20,20
63068,2,0,2,2
63076,2,0,1,1
63077,2,0,1,1
62847,2,1081,242,1323
62848,2,1788,307,2095
62849,2,2264,313,2577
62850,2,357,298,655
62852,2,0,82,82
62856,2,0,1,1
62858,2,0,13,13
62859,2,560,265,825
62869,2,932,170,1102
63085,2,0,10,10
63088,2,0,5,5
63092,2,0,2,2
62875,2,0,5,5
62877,2,0,88,88
62887,2,0,2,2
62890,2,0,12,12
62892,2,0,22,22
62893,2,0,78,78
62894,2,0,4,4
62641,2,0,2,2
62651,2,0,99,99
62657,2,0,6,6
62900,2,270,286,556
62903,2,0,122,122
62913,2,52,35,87
62660,2,0,1,1
62662,2,0,46,46
62668,2,112,251,363
62676,2,2009,297,2306
62686,2,0,29,29
62920,2,0,1,1
62922,2,0,6,6
62697,2,410,201,611
62700,2,0,28,28
62703,2,0,16,16
56869,2,84,26,110
56875,2,0,14,14
56878,2,800,231,1031
56885,2,0,40,40
56890,2,0,18,18
56898,2,0,57,57
56552,2,0,73,73
56559,2,0,23,23
56564,2,0,2,2
56573,2,118,125,243
56579,2,0,479,479
56920,2,275,171,446
56924,2,744,185,929
56931,2,1033,152,1185
56936,2,153,158,311
56938,2,140,174,314
56942,2,0,72,72
56945,2,0,19,19
56951,2,0,53,53
56585,2,0,38,38
56596,2,0,37,37
56602,2,0,2,2
56606,2,0,44,44
56607,2,0,36,36
56613,2,0,24,24
56968,2,0,23,23
56970,2,0,341,341
56620,2,0,209,209
56634,2,453,296,749
56637,2,0,306,306
56641,2,0,158,158
56648,2,0,146,146
56410,2,0,104,104
56429,2,555,143,698
56437,2,0,146,146
56442,2,0,71,71
56443,2,2288,236,2524
56375,2,396,245,641
56381,2,830,322,1152
56386,2,1842,262,2104
56391,2,0,183,183
56392,2,2077,222,2299
56394,2,246,290,536
56396,2,0,229,229
56398,2,607,174,781
56403,2,277,321,598
56409,2,0,176,176
35749,2,0,1,1
35285,2,0,270,270
32034,2,0,8,8
32036,2,1066,41,1107
32646,2,0,32,32
32650,2,0,229,229
32159,2,0,3,3
32164,2,0,31,31
32174,2,0,456,456
32176,2,0,21,21
32177,2,0,165,165
32447,2,0,2,2
32040,2,0,103,103
32045,2,0,193,193
32047,2,0,15,15
35765,2,57,264,321
35768,2,0,118,118
35770,2,0,100,100
35773,2,0,152,152
35777,2,1590,264,1854
35780,2,0,4,4
31866,2,0,3,3
31868,2,0,127,127
31870,2,0,13,13
31871,2,0,14,14
31873,2,0,45,45
31877,2,0,32,32
31880,2,0,21,21
32179,2,0,27,27
32183,2,0,9,9
32656,2,0,34,34
32664,2,0,21,21
32671,2,0,168,168
32679,2,0,1,1
32059,2,0,780,780
32450,2,0,65,65
32452,2,0,9,9
32455,2,0,31,31
32459,2,0,39,39
32464,2,0,111,111
32476,2,0,1,1
32478,2,0,1,1
32483,2,0,1,1
32071,2,0,34,34
32072,2,0,90,90
32076,2,0,33,33
32077,2,0,79,79
32080,2,0,155,155
